RSSI_AVG,RSSI_MIN,RSSI_MAX,RSSI_range,RSSI_STD,blckRate,pcktTime,badNode,Node
-82.95577142857144,-86.6329,-77.88,8.752900000000011,2.943222613159302,0.875,0.332910928834,0,1
-69.44676000000001,-81.3442,-63.4913,17.852899999999998,7.017100819170265,0.625,0.9343842833640004,0,3
-62.81616666666667,-65.8772,-60.3788,5.498400000000004,2.0270741547582554,0.75,0.9599925240979985,0,2
-66.17503333333333,-67.6215,-65.4518,2.1696999999999917,1.0228063887602976,0.375,0.9535125618469991,0,3
-81.267725,-82.3544,-80.2409,2.113500000000002,0.7481936292665161,1.0,0.9839129545450014,0,1
-63.0014125,-66.9761,-60.2249,6.751200000000004,2.073967949630311,1.0,0.9578124125130003,0,2
-78.07381666666667,-85.6882,-68.9896,16.6986,6.956493843025777,0.75,0.9563725446869995,0,3
-77.98938333333332,-86.9227,-72.271,14.651700000000005,5.424253957125249,0.75,0.9335320746239972,0,1
-68.3314,-74.3019,-64.7652,9.53670000000001,2.832033380364719,1.0,0.9509925769660015,0,3
-56.666812500000006,-65.1425,-50.537,14.6055,5.3722150970148,1.0,0.959272487242,0,2
-78.44171428571428,-83.1132,-75.0676,8.045600000000007,3.245320532453978,0.875,0.6598279992380007,0,3
-65.7467125,-76.9371,-53.5901,23.347,7.4114113489667925,1.0,0.6546762109280024,0,2
-80.80198,-83.7434,-76.9739,6.769499999999994,2.700375379387093,0.625,1.611834285868003,0,1
-77.2247,-79.0539,-75.6541,3.399799999999999,1.2508311826541592,1.0,0.29625067969299934,0,1
-69.39685,-73.5097,-66.5179,6.991799999999998,2.597576798190958,1.0,0.9591660916479974,0,3
-65.23517142857143,-77.2671,-59.2955,17.971600000000002,6.135807810529522,0.875,0.9592787108829981,0,2
-82.57106249999998,-83.8213,-78.5468,5.274499999999989,1.6974130433821168,1.0,0.6616468303449992,0,1
-61.699724999999994,-71.7851,-56.1492,15.6359,4.831156373413616,1.0,0.9509920633859998,0,2
-79.27157500000001,-79.9963,-78.5035,1.4928000000000026,0.4496551783033307,1.0,0.9490674479240013,0,1
-77.91342499999999,-81.2052,-75.8063,5.398900000000012,1.9884792724278035,1.0,0.9811523959620025,0,3
-71.64627142857142,-82.0369,-63.9563,18.080600000000004,6.549990975940194,0.875,8.964063690068,0,5
-75.11873333333335,-77.1222,-72.6439,4.478300000000004,1.858392248393459,0.75,0.9571125036389994,0,1
-56.9704,-63.9193,-50.9867,12.9326,5.269695978896696,1.0,0.9617726152180026,0,2
-70.32841666666667,-73.5309,-66.9763,6.554600000000008,2.2598301089659145,0.75,0.9471742785400004,0,3
-83.13033333333333,-83.8094,-82.6394,1.1700000000000017,0.49582968402018424,0.375,9.607903301173998,1,7
-58.1764,-68.6811,-54.0188,14.662300000000002,5.84145135170068,0.875,0.9495519896769977,0,2
-74.80223333333333,-83.7432,-69.4868,14.2564,4.351149804617421,0.75,0.9393909679389978,0,3
-78.04426666666667,-79.9963,-75.492,4.504300000000001,1.7200166003720891,0.75,0.9675325744529992,0,1
-79.8174,-86.9358,-71.239,15.696799999999996,6.6817298982000155,1.0,0.9445124180170019,0,1
-59.442487500000006,-62.2145,-56.9409,5.273600000000002,1.7874561773911408,1.0,0.9628526705110012,0,2
-71.4325,-79.1824,-68.3874,10.795000000000002,3.3702406657388737,1.0,0.9603325209240019,0,3
-61.03541249999999,-63.0603,-59.2718,3.788499999999999,1.3953902128414646,1.0,0.6521823065810004,0,2
-75.06273333333333,-78.8168,-73.5309,5.285899999999998,1.8332988178569132,0.75,0.6525416066869987,0,3
-75.2825,-84.5708,-71.6589,12.911900000000003,4.774240874037813,0.75,0.9599725230809995,0,1
-75.11116,-76.0465,-73.8775,2.168999999999997,0.8622818230717822,0.625,0.6503817527419997,0,1
-67.973225,-74.2831,-61.2872,12.995900000000006,5.264002632681238,1.0,0.955796969323,0,2
-74.4395,-78.7671,-68.9566,9.810500000000005,3.412579994300502,1.0,0.9580638584620011,0,3
-70.15468571428572,-80.5662,-67.6095,12.956699999999998,4.3718414320442545,0.875,0.9507412545430007,0,3
-60.6147,-64.4612,-58.0596,6.401600000000002,2.0882388051896754,1.0,0.9569677092869995,0,2
-80.14563333333332,-83.5973,-77.9738,5.623500000000007,2.4677139330877833,0.375,0.9635725475379999,0,1
-62.842212499999995,-68.5405,-51.0926,17.447899999999997,5.978218602233757,1.0,0.9491919712519987,0,2
-74.47268333333334,-78.1736,-69.2449,8.928699999999992,3.8800777150364167,0.75,0.961772512284,0,3
-84.01387142857142,-86.3607,-81.8478,4.512899999999988,1.2755752883803153,0.875,0.9723959648179985,0,1
-63.4713125,-72.3914,-52.3495,20.041900000000005,6.139734287295647,1.0,0.9632126889330017,0,2
-66.36298749999999,-71.6354,-62.1109,9.524500000000003,2.825894203804127,1.0,0.9585525316009971,0,3
-81.65742,-82.7243,-80.2409,2.483400000000003,1.158529354656152,0.625,0.9439690570129997,0,1
-64.772375,-68.8424,-62.4668,6.375599999999999,2.2337518465297332,1.0,0.6514416132900003,0,3
-64.10338571428572,-71.6841,-57.938,13.746099999999998,4.9096111223449315,0.875,0.660822748864998,0,2
-76.98488333333334,-84.9035,-70.8682,14.035299999999992,6.0232784977443,0.75,0.952432471841,0,1
-65.29044999999999,-77.6301,-57.8205,19.809599999999996,6.765491853147115,1.0,0.9466518412330025,0,2
-71.26541428571429,-80.1532,-65.261,14.892200000000003,5.488033327790458,0.875,0.9556725488850013,0,3
-82.35187499999999,-85.3711,-77.5696,7.801500000000004,2.377903067699565,1.0,0.6539817772020022,0,1
-72.11422857142857,-82.4109,-60.1266,22.284299999999995,7.663823392446633,0.875,8.957943489873,0,5
-65.66521428571428,-74.0181,-58.2611,15.757000000000005,6.055812563250656,0.875,0.9585524503829994,0,2
-74.98466666666666,-76.2909,-73.777,2.5138999999999925,1.0199749239836964,0.75,0.9553125510379985,0,3
-62.3239375,-71.9121,-55.5857,16.326399999999992,5.811041098189181,1.0,0.9627882104799959,0,2
-73.8484875,-75.789,-70.7375,5.051500000000004,2.081954822058769,1.0,0.9765286353149989,0,3
-74.77766666666668,-79.8881,-67.3529,12.535199999999989,5.1181771294953124,0.75,2.2460759289029966,0,1
-57.709450000000004,-72.8951,-46.0211,26.874000000000002,10.322686791116935,1.0,0.9506965049890042,0,2
-72.49385,-82.1822,-62.6862,19.495999999999995,8.082573680146687,1.0,0.9365964517700007,0,3
-73.75648571428572,-80.265,-68.5659,11.699100000000001,4.674230148508359,0.875,0.9401723885360056,0,1
-58.209628571428574,-63.6301,-47.7061,15.924,4.56274409811661,0.875,0.661606053047997,0,2
-68.16671428571429,-72.2927,-65.6282,6.66449999999999,2.3308569475186376,0.875,0.9549325533309982,0,3
-80.74142,-81.5369,-79.7592,1.7776999999999958,0.8056716983982977,0.625,0.9567525011929945,0,1
-66.5496125,-82.8571,-54.5381,28.319000000000003,11.714839266763065,1.0,0.9545089793310026,0,2
-73.11816,-81.0382,-66.1558,14.882400000000004,5.961611159611135,0.625,0.6619832286880012,0,3
-83.51488,-86.685,-81.928,4.757000000000005,1.737011439685993,0.625,0.36149448038000287,0,1
-71.99870000000001,-76.3532,-68.6299,7.723299999999995,2.3279361841553996,1.0,0.9473109203970012,0,3
-75.057625,-79.8761,-69.7413,10.134799999999998,3.936513137203404,1.0,0.9538722108160016,0,2
-79.47299999999998,-82.0974,-77.7795,4.3178999999999945,1.816928632335347,0.5,12.783535813768001,1,7
-79.83241666666667,-82.1256,-78.8118,3.3138000000000005,1.1830875445441706,0.75,1.5684906340179978,0,1
-77.81752857142855,-85.9532,-71.2726,14.680599999999998,5.790974699778043,0.875,0.9596125252420009,0,3
-63.9636375,-73.8301,-55.3184,18.511700000000005,5.679368836177464,1.0,0.9628526705109977,0,2
-78.89830000000002,-84.6748,-77.3187,7.356099999999998,2.431047887522698,0.875,0.37126126134700144,0,1
-58.34661428571429,-70.6981,-52.5791,18.119,7.919204706720162,0.875,0.9445117316760019,0,2
-78.64605,-85.9002,-76.4068,9.493399999999994,3.3951964370023306,0.75,0.9571125402449994,0,3
-79.44236,-85.5012,-70.1486,15.352599999999995,7.421671329181855,0.625,0.9069220906630022,0,1
-76.17223333333334,-78.6535,-67.0755,11.577999999999989,4.085083322963626,0.75,0.9542125576450005,0,3
-58.11461249999999,-61.2362,-56.2486,4.987599999999993,1.775094848478172,1.0,0.9653727995039958,0,2
-70.3917125,-74.2038,-67.1926,7.011200000000002,2.857345528824568,1.0,0.6565015829240011,0,3
-59.8453375,-60.8595,-58.0951,2.764399999999995,1.0552951186013073,1.0,0.6565025277229992,0,2
-69.847075,-81.9739,-62.4094,19.564500000000002,6.119161308290131,1.0,8.963343666518,0,5
-79.42412857142858,-83.8612,-76.9963,6.864899999999992,2.5358356626081062,0.875,0.9560125468440006,0,3
-61.2506,-66.5437,-57.3855,9.1582,3.270514960598712,1.0,0.9609067182860045,0,2
-79.30292857142857,-84.9509,-75.5901,9.360799999999998,2.871398842798013,2.625,2.5771868455129976,0,1
-58.3475375,-64.0978,-51.4797,12.618100000000005,4.688346152946022,1.0,0.9432175180459978,0,2
-79.23046000000001,-86.2842,-73.8056,12.4786,4.458092166656047,0.625,0.9610725164739975,0,3
-77.027975,-80.3065,-71.8124,8.494100000000003,3.7348486444399596,1.0,0.9491724496829974,0,1
-63.81855714285714,-75.9841,-57.0791,18.905,7.266765841016432,0.875,0.953152173962998,0,2
-76.90676666666667,-84.9144,-74.9352,9.979200000000006,3.5949400633235724,0.75,0.9495524522700052,0,1
-67.83005714285714,-70.8106,-59.2402,11.570399999999992,3.8936472860498363,0.875,1.2761050659180029,0,3
-66.8226375,-81.9762,-58.5502,23.42600000000001,9.100821483379608,1.0,0.6301800622179954,0,3
-68.06141428571429,-77.9991,-53.9252,24.073900000000002,9.16064096173384,0.875,0.9617726152239996,0,2
-82.1692,-86.6129,-79.6038,7.0090999999999894,3.033252538777472,0.625,7.394798341173001,1,7
-82.2675,-86.9074,-76.7904,10.11699999999999,3.816594449056832,0.875,1.3294337722099954,0,1
-69.8355,-73.7099,-62.1628,11.547100000000007,3.6205613121448454,1.0,0.6583015721230012,0,3
-66.5985625,-74.7391,-59.7264,15.012699999999995,5.591648079935265,1.0,0.6590226567220014,0,2
-84.40613333333334,-86.5113,-80.1958,6.3155,2.9771552510557604,0.375,0.5992530120100028,0,1
-67.36574285714286,-70.7253,-63.8797,6.845600000000005,2.5171695883938185,0.875,0.9596125252299998,0,3
-61.547,-70.5161,-53.984,16.532099999999993,6.759624329983138,1.0,0.9592524862160019,0,2
-75.20731428571428,-79.4046,-73.4906,5.9140000000000015,1.9077156829409285,0.875,1.27696166506,0,1
-67.50080000000001,-71.1924,-65.3707,5.821700000000007,1.8507902244717003,1.0,0.9535942400179991,0,3
-75.8279857142857,-79.3224,-74.5222,4.800200000000004,1.7179227235477252,0.875,0.321430850810998,0,1
-60.05236250000001,-60.7036,-59.581,1.1225999999999985,0.4832789099927178,1.0,0.9725331660330028,0,2
-63.200325,-82.6551,-50.0846,32.5705,12.265683672420181,1.0,0.9355512730129973,0,2
-69.17005,-72.9077,-64.2966,8.611100000000008,3.5755736634140285,0.75,0.9588108513930038,0,3
-74.82854285714286,-84.1552,-65.2135,18.941699999999997,7.048200431286826,0.875,0.949192587775002,0,3
-60.6096625,-78.6381,-50.2722,28.365899999999996,9.321153235509204,1.0,0.9556723029620002,0,2
-82.4476,-86.8045,-73.4846,13.319900000000004,5.675316723194525,0.875,1.9720142441910014,0,1
-82.74277142857144,-83.9942,-80.7322,3.2620000000000005,1.359211521134097,0.875,0.659399996262998,0,3
-55.3507875,-58.1602,-51.4173,6.742900000000006,2.9015628333871666,1.0,0.6622428215599996,0,2
-82.80774285714287,-86.4608,-77.6414,8.819400000000002,3.6749440026276576,0.875,0.8996632690490003,0,1
-67.55138571428571,-72.7547,-60.798,11.956699999999998,5.826885053275176,0.875,0.9581541032549978,0,3
-64.5328,-79.7871,-55.6329,24.154199999999996,8.20081539674126,0.875,0.9589124688110005,0,2
-79.37986000000001,-82.9102,-75.7139,7.196300000000008,2.8473678726852305,0.625,0.6659073991,0,1
-75.24466666666666,-86.6399,-61.3082,25.331699999999998,8.411873821503082,0.75,9.279456059333,0,5
-78.7832,-78.7832,-78.7832,0.0,0.0,0.125,6.690116822142002,1,7
-76.35293333333334,-77.3187,-74.5222,2.796500000000009,1.2951778676648609,0.375,0.9336468033249972,0,1
-64.69822500000001,-71.7851,-58.8475,12.937600000000003,3.9721384092041663,1.0,0.9466718422529965,0,2
-71.08735,-72.0963,-69.4217,2.674599999999998,1.1815372060018545,0.75,0.9657324885209988,0,3
-72.53868750000001,-75.5382,-65.288,10.250200000000007,3.7542818675605276,1.0,0.9445126158520054,0,3
-57.8719375,-65.5073,-53.1788,12.328499999999998,4.60784900033017,1.0,0.9624926520830002,0,2
-79.6083,-86.9795,-75.9227,11.056799999999996,5.212225505482277,0.375,1.026004722396003,0,1
-84.33404,-86.8518,-82.0053,4.846499999999992,1.8233519140308565,0.625,28.174755910800002,0,4
-66.01054285714285,-86.4691,-56.3684,30.100699999999996,9.9363807432021,0.875,0.9513520818110024,0,2
-77.3255375,-83.4232,-74.1953,9.227899999999991,2.855844396994298,1.0,0.9690741471069941,0,3
-55.7797625,-60.745,-52.7254,8.019599999999997,2.64338190578731,1.0,0.9578124125100018,0,2
-81.6735875,-86.2085,-75.5901,10.618399999999994,2.88543798427444,1.0,1.8597128862500014,0,1
-58.46389999999999,-67.8937,-52.4307,15.462999999999994,5.415023482866901,1.0,0.6511022512969973,0,2
-73.0148,-83.4232,-68.004,15.41919999999999,5.728128641285136,1.125,1.6117124559150042,0,3
-81.17956666666667,-84.8804,-73.822,11.058399999999992,4.003087026144808,0.75,0.949172449692,0,1
-62.6804,-74.1201,-57.5398,16.580299999999994,6.071008405763998,0.875,0.9552922835109996,0,2
-67.52212857142857,-71.8564,-63.7331,8.123299999999993,3.7902816166439885,0.875,0.9466526030259956,0,3
-66.198325,-75.8481,-51.7198,24.128300000000003,10.930736253193333,1.0,0.9596325056729995,0,2
-68.1485,-71.8351,-62.6983,9.136799999999994,3.491302731482496,0.875,0.9578325359230035,0,3
-78.27890000000001,-80.553,-76.852,3.7009999999999934,1.0861621412767308,0.875,1.619286663990998,0,1
-81.16925,-83.3654,-79.5285,3.8369,1.4006959761133024,1.0,0.04528186821600144,0,1
-64.62812500000001,-68.0446,-62.987,5.057600000000001,1.4963708537241034,1.0,0.9542322292470047,0,2
-82.58232499999998,-84.4872,-80.4447,4.042500000000004,1.488594228416529,1.0,0.9036182521439997,0,1
-70.36242499999999,-74.1554,-66.6261,7.529300000000006,3.4846455579262297,1.0,1.2717850918419984,0,3
-69.8937625,-74.6645,-66.5236,8.140900000000002,2.8978515248100205,1.0,0.6395400060480014,0,3
-61.18455,-67.2698,-58.2949,8.974900000000005,3.3380590213475863,1.0,0.9635727073669997,0,2
-80.36515,-84.3039,-75.8558,8.448099999999997,3.959361532179145,0.5,0.9807926645739968,0,1
-67.4292375,-72.0123,-64.3238,7.688499999999991,2.5624285223872563,1.0,0.6521616089680009,0,3
-66.72812857142857,-78.5991,-59.625,18.974100000000007,7.873197819857716,0.875,0.6575625819839956,0,2
-80.14288333333333,-85.5587,-77.9275,7.631200000000007,2.4860061601000836,0.75,0.9330523401290023,0,1
-73.055475,-84.8789,-63.3068,21.5721,5.951105123367843,1.0,8.956421761443998,0,5
-85.39280000000001,-86.7047,-82.7895,3.9151999999999987,1.8408301080400293,0.375,7.040240187549998,0,4
-77.08123333333333,-85.0502,-62.3154,22.734800000000007,10.328996059906093,0.75,0.9499125834489988,0,3
-56.053300000000014,-60.1825,-53.1799,7.002599999999994,2.581315696638882,0.875,0.9502720265300013,0,2
-78.8804,-78.8804,-78.8804,0.0,0.0,0.125,9.573846025022,1,7
-72.12213750000001,-75.2732,-67.5175,7.7557000000000045,3.191926781717237,1.0,0.9578325359229964,0,3
-69.0584125,-81.7931,-55.5857,26.207399999999993,10.382960376192992,1.0,0.9556723029680043,0,2
-83.9701,-86.4121,-81.5281,4.884,2.442,0.25,1.6591307217150018,0,1
-81.64758333333333,-82.1228,-81.0089,1.113900000000001,0.36637830365469265,0.75,0.2914369499999978,0,1
-81.88005,-84.3732,-79.9616,4.411599999999993,1.510554092047022,1.0,0.6125790783890039,0,1
-62.0411875,-66.9138,-56.4881,10.425699999999992,4.0997875589588455,1.0,0.9567323572259951,0,2
-69.1361125,-72.2749,-66.2701,6.004800000000003,2.280596122967359,1.0,0.9897405504860046,0,3
-55.498012499999994,-61.497,-47.8651,13.631900000000002,4.296295729590056,1.0,0.9542322292410006,0,2
-69.8662,-74.505,-63.4363,11.068699999999993,3.896328409449812,0.875,0.9298644977089978,0,3
-70.45416666666667,-85.0275,-67.5299,17.497600000000006,6.5174016363032985,0.75,0.9784517627629938,0,1
-69.457275,-80.9231,-48.5431,32.38,9.383745324462671,1.0,0.6647629505560033,0,2
-69.42258749999999,-71.1519,-67.949,3.2028999999999996,1.0666978513589256,1.0,0.6794658730850003,0,3
-76.213225,-79.2929,-69.1311,10.1618,2.898508702225163,1.0,0.9425932908690058,0,1
-72.02924,-86.8252,-67.5708,19.25439999999999,7.429126221999459,0.625,0.9334082545179996,0,3
-64.3808,-67.9596,-60.2385,7.721099999999993,3.006027262018757,1.0,0.9520721186729943,0,2
-75.8827857142857,-81.3061,-71.744,9.562100000000001,3.518878166375743,0.875,0.6606576333209944,0,1
-58.02475714285714,-63.2034,-54.628,8.575400000000002,3.1875636279843858,0.875,0.9524321371070101,0,2
-77.98835714285714,-81.8057,-74.5519,7.253799999999998,2.6384811463400366,0.875,0.9518566571750071,0,1
-67.75085,-72.4403,-60.8784,11.561899999999994,4.766185889769023,0.75,0.9639324993220058,0,3
-72.7666375,-74.2331,-70.6863,3.5467999999999904,1.1030674525357662,1.0,0.9477525964189937,0,3
-67.230575,-73.9731,-62.7677,11.205400000000004,5.157091413711318,1.0,0.9588924678029969,0,2
-77.30631249999999,-77.8311,-76.0534,1.77770000000001,0.6648129256367951,1.0,0.984376535328991,0,1
-59.2149375,-63.0116,-55.9236,7.088000000000001,2.7676600865792302,1.0,0.9509920633829978,0,2
-69.82586666666666,-79.6846,-67.213,12.47160000000001,4.440961205890257,0.75,0.9593542054380038,0,3
-86.7299,-86.7299,-86.7299,0.0,0.0,0.125,1.2830696107380106,0,1
-71.779,-79.7632,-65.1408,14.622399999999999,4.660840455862012,1.0,0.9523308902829939,0,3
-61.27516249999999,-66.9138,-55.4835,11.430299999999995,5.107326941742005,1.0,0.9617726152239925,0,2
-67.55478571428571,-76.302,-61.2077,15.094300000000004,5.615834581006148,0.875,8.959743548760002,0,5
-76.038775,-81.488,-74.0258,7.462199999999996,2.1833408876936744,1.0,8.361400588855993,1,7
-59.39215714285714,-65.5376,-56.8801,8.657499999999999,2.9142108938574687,0.875,0.6525423250090086,0,2
-73.40456666666667,-78.8926,-69.176,9.7166,4.154974369221655,0.75,0.6572215786020053,0,3
-79.97996666666667,-86.1883,-75.6817,10.506599999999992,4.111375548267131,0.75,1.2983546935259938,0,1
-73.33321428571428,-73.5654,-73.224,0.34139999999999304,0.12829485490820572,0.875,0.2995953267929963,0,1
-63.78565,-73.7151,-60.1857,13.52940000000001,4.600665502131189,0.75,0.9560123203669946,0,2
-73.90622499999999,-80.0852,-66.5736,13.511600000000001,4.821792509469379,1.0,0.9653724906699921,0,3
-77.46603333333333,-86.9769,-72.4345,14.5424,6.728975641375307,0.375,0.6715077461450107,0,1
-61.96837142857142,-73.2201,-55.1794,18.0407,7.410374198516619,0.875,0.9538722108190001,0,2
-75.0468,-80.8882,-72.7609,8.127299999999991,2.528694080802521,0.875,0.9459526072160003,0,3
-86.01053999999999,-86.3189,-85.5941,0.7248000000000019,0.27700183826104946,0.625,0.9206031023329899,0,1
-61.298762499999995,-63.9459,-59.8094,4.136500000000005,1.3387326973088216,1.0,0.9549522661030068,0,2
-72.21432857142858,-79.6121,-70.6148,8.997299999999996,3.039657882870694,0.875,0.9593542054500119,0,3
-79.25262857142856,-82.579,-76.9022,5.6768,2.256329659750406,0.875,1.2472005440880025,0,1
-80.72311250000001,-82.7593,-78.5452,4.214100000000002,1.3657193795189968,1.0,0.6352322827790005,0,1
-72.94284285714286,-78.8926,-65.0357,13.856899999999996,6.434300366197476,0.875,0.953050885960991,0,3
-64.36992857142857,-69.8301,-59.0262,10.803899999999999,3.1605277650211177,0.875,0.966092836366002,0,2
-81.1566,-81.7422,-80.5682,1.1739999999999924,0.49028505993962035,0.625,0.6521816088440033,0,3
-60.24875,-70.4821,-56.7951,13.687000000000005,5.908284788963716,0.5,0.6485821222949966,0,2
-75.80145,-85.8327,-70.6945,15.138199999999998,6.057246100539418,0.75,1.301088865355993,0,1
-62.895624999999995,-67.2988,-56.3079,10.990900000000003,4.664128155601537,1.0,0.9542122282239944,0,2
-72.0279,-72.0279,-72.0279,0.0,0.0,0.125,0.31580215153600477,0,1
-70.18378333333332,-78.7343,-65.87,12.8643,4.6749072648259276,0.75,0.9660924863560041,0,3
-61.4967375,-67.6442,-57.409,10.235199999999999,3.449921271542837,1.0,0.9628726715310023,0,2
-79.92185,-85.7008,-76.4468,9.254000000000005,3.159870680107023,1.0,0.9585651838590081,0,1
-75.54966666666668,-85.6612,-68.7727,16.888499999999993,5.706324473034768,1.875,1.9192450503679908,0,3
-57.162225,-60.0064,-55.0554,4.9510000000000005,1.5768910494625186,1.0,0.9723371614829972,0,2
-60.36381428571429,-68.4744,-56.3711,12.103300000000004,5.183111915064312,0.875,0.9350272407040023,0,2
-72.03725,-83.1539,-62.8957,20.258199999999995,6.973858018043764,0.75,8.959743548755995,0,5
-75.75117142857142,-81.7142,-69.721,11.993200000000002,4.858107381249934,0.875,0.9552525513980044,0,3
-82.4951,-82.4951,-82.4951,0.0,0.0,0.125,17.89700341978,0,4
-76.44184615384616,-86.6618,-69.8182,16.843599999999995,6.286444198507354,1.625,2.5452066281759897,0,1
-58.733225000000004,-62.5684,-53.6751,8.893299999999996,3.50446118317424,1.0,0.6603744522279982,0,2
-70.64444999999999,-79.2544,-63.6476,15.606800000000007,5.8111840805037325,1.0,0.6546920189760073,0,3
-84.3002,-86.2665,-76.7283,9.53819999999999,3.397913651051183,0.75,0.6396216796079983,0,1
-60.919575,-62.9698,-57.1602,5.809599999999996,2.242129618660571,1.0,0.9489002300069984,0,2
-74.403275,-83.0022,-69.8891,13.113100000000003,5.01176452852436,1.0,0.9442021925259922,0,3
-74.50268750000001,-77.6725,-70.3682,7.304299999999998,3.127832580013473,1.0,0.341530987418011,0,1
-76.57312857142857,-85.3202,-68.4282,16.891999999999996,6.505408367705462,0.875,0.9517125726439986,0,3
